Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Volkswagen,Passat Variant,16.397 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,54.510
Hyundai,i20,15 km,11/2024,Automatik,Benzin,74 kW (101 PS),4l/100km,123g CO2/km (WLTP,26.352
Ford,Focus,19.800 km,01/2024,Automatik,Diesel,85 kW (116 PS),4l/100km,142g CO2/km (WLTP,32.089
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),9l/100km,499g CO2/km (WLTP,40.195
Ford,Explorer,15.612 km,06/2024,Automatik,Hybrid (Elektro / Benzin),336 kW (457 PS),8l/100km,85g CO2/km (komb)*,87.175
Ford,Kuga,6.900 km,02/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,36.889
Volkswagen,Caddy,10 km,09/2024,Automatik,Diesel,90 kW (122 PS),6l/100km,499g CO2/km (WLTP,50.299
Seat,Ateca,21.640 km,04/2024,Automatik,Diesel,110 kW (150 PS),4l/100km,141g CO2/km (WLTP,43.094
Seat,Ateca,22.890 km,05/2024,Automatik,Diesel,110 kW (150 PS),4l/100km,141g CO2/km (WLTP,42.552
Volkswagen,Golf,25.545 km,04/2024,Manuell,Diesel,85 kW (116 PS),3l/100km,112g CO2/km (WLTP,30.514
Volkswagen,Golf,26.600 km,04/2024,Manuell,Diesel,85 kW (116 PS),3l/100km,112g CO2/km (WLTP,30.122
Renault,Trafic,12 km,11/2024,Manuell,Diesel,96 kW (131 PS),7l/100km,182g CO2/km (WLTP,40.162
Ford,Focus,11.200 km,01/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,143g CO2/km (WLTP,32.189
Ford,Focus,15.945 km,05/2024,Manuell,Benzin,92 kW (125 PS),1l/100km,138g CO2/km (WLTP,32.731
Hyundai,Bayon,15 km,12/2024,Manuell,Benzin,58 kW (79 PS),7l/100km,129g CO2/km (WLTP,24.505
Ford,Focus,5.600 km,06/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,143g CO2/km (WLTP,38.011
Ford,Kuga,13.501 km,03/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,44.305
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),9l/100km,499g CO2/km (WLTP,39.808
Volkswagen,SONSTIGE,18.738 km,05/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,41.529
Ford,Focus,4.600 km,06/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,143g CO2/km (WLTP,35.904
Volkswagen,Passat Variant,19.886 km,05/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,42.091
Renault,Trafic,15 km,11/2024,Manuell,Diesel,96 kW (131 PS),9l/100km,499g CO2/km (WLTP,39.407
Volkswagen,Passat Variant,25.477 km,05/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,41.308
Ford,Puma,13.683 km,03/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,142g CO2/km (WLTP,36.274
Ford,Kuga,11.567 km,03/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,43.187
Ford,Kuga,11.677 km,02/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,34.989
Volkswagen,T-Roc,25.610 km,04/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,34.671
Volkswagen,Tiguan,7.900 km,11/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,145g CO2/km (WLTP,62.686
Hyundai,i30,10 km,12/2024,Automatik,Benzin,103 kW (140 PS),3l/100km,144g CO2/km (WLTP,31.970
Skoda,Kodiaq,13.900 km,06/2024,Automatik,Diesel,142 kW (190 PS),1l/100km,161g CO2/km (WLTP,60.515
Hyundai,i30,10 km,12/2024,Automatik,Benzin,103 kW (140 PS),3l/100km,144g CO2/km (WLTP,31.240
Volkswagen,SONSTIGE,26.135 km,05/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,42.127
Volkswagen,Golf,25.334 km,06/2024,Manuell,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,32.826
Volkswagen,T-Roc,23.448 km,07/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,36.656
Volkswagen,Golf Variant,20.443 km,08/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,132g CO2/km (WLTP,37.725
Volkswagen,Golf Variant,19.166 km,08/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,132g CO2/km (WLTP,37.624
Ford,Kuga,11.596 km,05/2024,Manuell,Benzin,110 kW (150 PS),7l/100km,160g CO2/km (WLTP,39.751
Volkswagen,SONSTIGE,24.804 km,05/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,41.748
Volkswagen,Taigo,20.805 km,07/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,32.709
Volkswagen,SONSTIGE,28.842 km,02/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,48.689
Volkswagen,T-Roc,25.988 km,07/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,37.901
Ford,Kuga,22.227 km,01/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,35.389
Ford,SONSTIGE,1.200 km,10/2024,Automatik,Diesel,125 kW (170 PS),6l/100km,225g CO2/km (WLTP,73.421
Ford,SONSTIGE,1.200 km,10/2024,Automatik,Diesel,125 kW (170 PS),6l/100km,225g CO2/km (WLTP,74.083
Volkswagen,Touareg,1.000 km,10/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,100.295
Skoda,Octavia,10 km,07/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,43.079
Skoda,Octavia,10 km,06/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,42.044
Volkswagen,Caddy,10 km,12/2024,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,48.650
Seat,Ateca,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,37.861
Seat,Ateca,1.800 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,40.901
Seat,Ateca,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,40.315
Skoda,Octavia,10 km,09/2024,Automatik,Diesel,110 kW (150 PS),6l/100km,499g CO2/km (WLTP,43.808
Volkswagen,Tiguan,10 km,12/2024,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,52.943
Skoda,Superb,10 km,08/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,59.396
Volkswagen,Touareg,10 km,09/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,105.860
Volkswagen,Touareg,10 km,09/2024,Automatik,Diesel,210 kW (286 PS),3l/100km,499g CO2/km (WLTP,104.899
Volkswagen,Touareg,10 km,09/2024,Automatik,Diesel,210 kW (286 PS),3l/100km,499g CO2/km (WLTP,105.635
Skoda,Karoq,50 km,11/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,43.968
Skoda,Superb,10 km,10/2024,Automatik,Diesel,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,52.831
Hyundai,i30,10 km,12/2024,Automatik,Benzin,103 kW (140 PS),3l/100km,499g CO2/km (WLTP,33.601
Volkswagen,Tiguan,10 km,10/2024,Automatik,Diesel,142 kW (190 PS),2l/100km,499g CO2/km (WLTP,58.987
Volkswagen,Touareg,10 km,10/2024,Automatik,Diesel,210 kW (286 PS),4l/100km,499g CO2/km (WLTP,107.674
Skoda,Octavia,10 km,06/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,40.624
Skoda,Fabia,10 km,10/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,25.553
Skoda,Fabia,10 km,10/2024,Manuell,Benzin,70 kW (95 PS),1l/100km,499g CO2/km (WLTP,25.538
Seat,Ateca,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,37.912
Volkswagen,Tiguan,10 km,12/2024,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,53.431
Volkswagen,Tiguan,10 km,12/2024,Automatik,Diesel,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,53.155
Volkswagen,Touareg,10 km,09/2024,Automatik,Diesel,210 kW (286 PS),3l/100km,499g CO2/km (WLTP,102.542
Hyundai,i30,10 km,12/2024,Automatik,Benzin,103 kW (140 PS),3l/100km,499g CO2/km (WLTP,34.808
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.853
Skoda,Karoq,50 km,11/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,44.104
Seat,Ateca,1.150 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,40.237
Skoda,Fabia,10 km,11/2024,Manuell,Benzin,70 kW (95 PS),9l/100km,499g CO2/km (WLTP,23.909
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.667
Seat,Ateca,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,39.026
Hyundai,i30,15 km,02/2024,Automatik,Benzin,88 kW (120 PS),6l/100km,499g CO2/km (WLTP,26.333
Skoda,Octavia,10 km,06/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,499g CO2/km (WLTP,41.086
Seat,Ateca,10 km,12/2024,Automatik,Benzin,110 kW (150 PS),4l/100km,499g CO2/km (WLTP,40.648
Volkswagen,Tiguan,10 km,12/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,499g CO2/km (WLTP,57.961
Hyundai,i30,10 km,09/2024,Automatik,Benzin,103 kW (140 PS),3l/100km,499g CO2/km (WLTP,33.123
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.857
Volkswagen,Caddy,1.750 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.583
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.887
Volkswagen,Caddy,10 km,10/2024,Manuell,Diesel,75 kW (102 PS),6l/100km,499g CO2/km (WLTP,42.735
Volkswagen,T-Roc,10.000 km,07/2024,Automatik,Benzin,140 kW (190 PS),3l/100km,166g CO2/km (WLTP,49.309
Hyundai,i30,10 km,12/2024,Automatik,Benzin,103 kW (140 PS),3l/100km,144g CO2/km (WLTP,33.467
Fiat,Ducato,10 km,06/2024,Manuell,Diesel,103 kW (140 PS),7l/100km,228g CO2/km (WLTP,57.384
Fiat,Ducato,10 km,06/2024,Manuell,Diesel,103 kW (140 PS),7l/100km,228g CO2/km (WLTP,57.340
Volkswagen,Golf Variant,14.432 km,08/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,132g CO2/km (WLTP,39.760
Hyundai,Kona,15 km,12/2024,Automatik,Benzin,101 kW (137 PS),3l/100km,141g CO2/km (WLTP,34.140
Audi,Q3,8.106 km,04/2024,Automatik,Hybrid (Elektro / Benzin),180 kW (245 PS),8l/100km,85g CO2/km (komb)*,56.123
Fiat,Ducato,10 km,06/2024,Manuell,Diesel,103 kW (140 PS),7l/100km,228g CO2/km (WLTP,59.081
Fiat,Ducato,10 km,06/2024,Manuell,Diesel,103 kW (140 PS),7l/100km,228g CO2/km (WLTP,58.872
Volkswagen,Tiguan,24.279 km,06/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,56.621
Hyundai,Kona,15 km,12/2024,Automatik,Benzin,101 kW (137 PS),3l/100km,141g CO2/km (WLTP,35.143
Ford,Focus,13.600 km,07/2024,Manuell,Benzin,92 kW (125 PS),7l/100km,130g CO2/km (WLTP,31.242
Volkswagen,Tiguan,25.406 km,06/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,55.004
Hyundai,Staria,30.500 km,04/2024,Automatik,Diesel,130 kW (177 PS),5l/100km,222g CO2/km (WLTP,55.161
Ford,Kuga,17.800 km,02/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,32.789
Ford,Kuga,24.861 km,04/2024,Automatik,Diesel,88 kW (120 PS),5l/100km,170g CO2/km (WLTP,40.382
Volkswagen,Caddy,0 km,12/2024,Manuell,Diesel,75 kW (102 PS),5l/100km,499g CO2/km (WLTP,35.896
Volkswagen,Caddy,0 km,12/2024,Manuell,Diesel,75 kW (102 PS),5l/100km,499g CO2/km (WLTP,35.737
Ford,Transit,15 km,11/2024,Manuell,Diesel,0 kW (170 PS),8l/100km,499g CO2/km (WLTP,54.133
Volkswagen,Tiguan,10 km,11/2024,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,56.375
Hyundai,i30,10 km,10/2024,Manuell,Benzin,103 kW (140 PS),9l/100km,499g CO2/km (WLTP,33.204
Hyundai,i30,10 km,10/2024,Automatik,Benzin,103 kW (140 PS),4l/100km,499g CO2/km (WLTP,36.415
Seat,Arona,10 km,09/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,499g CO2/km (WLTP,28.860
Volkswagen,T-Roc,23.640 km,02/2024,Automatik,Benzin,140 kW (190 PS),8l/100km,178g CO2/km (WLTP,45.856
Volkswagen,Tiguan,19.037 km,03/2024,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,56.380
Volkswagen,Tiguan,18.439 km,02/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,42.589
Volkswagen,Golf,19.900 km,01/2024,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,36.389
Hyundai,i20,4.700 km,05/2024,Manuell,Benzin,88 kW (120 PS),3l/100km,120g CO2/km (WLTP,29.719
Hyundai,i20,8.000 km,05/2024,Manuell,Benzin,88 kW (120 PS),3l/100km,120g CO2/km (WLTP,29.949
Hyundai,i30,15.800 km,05/2024,Automatik,Benzin,118 kW (160 PS),6l/100km,128g CO2/km (WLTP,31.729
Volkswagen,SONSTIGE,6.613 km,07/2024,Manuell,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,35.273
Volkswagen,T-Cross,26.322 km,04/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,32.356
Audi,SONSTIGE,15.335 km,05/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,42.197
Dacia,Jogger,17.950 km,05/2024,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,25.290
Hyundai,i30,17.000 km,04/2024,Automatik,Benzin,118 kW (160 PS),6l/100km,128g CO2/km (WLTP,32.613
Citroen,C4,23.306 km,04/2024,Automatik,Diesel,96 kW (131 PS),1l/100km,0g CO2/km (WLTP,26.454
Alfa,Romeo Giulia,14.103 km,03/2024,Automatik,Benzin,206 kW (280 PS),3l/100km,167g CO2/km (komb)*,41.248
Fiat,500X,12.775 km,03/2024,Automatik,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,27.548
Volkswagen,Crafter,50 km,07/2024,Automatik,Diesel,130 kW (177 PS),5l/100km,499g CO2/km (WLTP,81.658
Volkswagen,Crafter,50 km,11/2024,Manuell,Diesel,103 kW (140 PS),9l/100km,499g CO2/km (WLTP,53.639
Volkswagen,Caddy,100 km,09/2024,Manuell,Diesel,75 kW (102 PS),9l/100km,499g CO2/km (WLTP,31.936
Volkswagen,Crafter,50 km,06/2024,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,46.546
Volkswagen,Crafter,50 km,06/2024,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,50.058
Volkswagen,Crafter,50 km,06/2024,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,45.704
Volkswagen,Crafter,50 km,06/2024,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,49.858
Volkswagen,Crafter,50 km,11/2024,Manuell,Diesel,103 kW (140 PS),9l/100km,499g CO2/km (WLTP,53.334
Volkswagen,Crafter,50 km,11/2024,Manuell,Diesel,103 kW (140 PS),9l/100km,499g CO2/km (WLTP,53.239
Volkswagen,Crafter,200 km,04/2024,Manuell,Diesel,103 kW (140 PS),6l/100km,499g CO2/km (WLTP,65.510
Ford,Kuga,19.581 km,02/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,35.989
Ford,Puma,18.200 km,03/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,142g CO2/km (WLTP,32.681
Ford,Focus,30.990 km,05/2024,Automatik,Benzin,114 kW (155 PS),5l/100km,125g CO2/km (WLTP,38.530
Volkswagen,Caddy,0 km,12/2024,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,34.372
Volkswagen,Caddy,0 km,12/2024,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,34.369
Volkswagen,Caddy,0 km,12/2024,Manuell,Diesel,75 kW (102 PS),4l/100km,499g CO2/km (WLTP,34.141
Hyundai,i20,100 km,10/2024,Manuell,Benzin,74 kW (101 PS),6l/100km,127g CO2/km (WLTP,24.673
Volkswagen,Caddy,10 km,12/2024,Automatik,Diesel,90 kW (122 PS),7l/100km,499g CO2/km (WLTP,48.249
Ford,Transit,10 km,11/2024,Manuell,Diesel,96 kW (131 PS),5l/100km,499g CO2/km (WLTP,57.127
Mazda,MX-30,13.100 km,01/2024,Automatik,Hybrid (Elektro / Benzin),125 kW (170 PS),1l/100km,21g CO2/km (WLTP,31.648
Volkswagen,T-Cross,7.971 km,08/2024,Manuell,Benzin,70 kW (95 PS),6l/100km,135g CO2/km (WLTP,30.632
Volkswagen,T-Cross,5.109 km,08/2024,Manuell,Benzin,70 kW (95 PS),6l/100km,135g CO2/km (WLTP,31.783
Audi,Q3,5.208 km,05/2024,Automatik,Hybrid (Elektro / Benzin),180 kW (245 PS),8l/100km,85g CO2/km (komb)*,54.057
Ford,Puma,2.478 km,02/2024,Automatik,Benzin,92 kW (125 PS),3l/100km,143g CO2/km (WLTP,25.389
Ford,Kuga,12.200 km,01/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,32.189
Volkswagen,T-Roc,15.130 km,05/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,38.203
Volkswagen,T-Roc,10.190 km,05/2024,Automatik,Benzin,110 kW (150 PS),2l/100km,142g CO2/km (WLTP,36.940
Volkswagen,T-Roc,24.400 km,05/2024,Automatik,Benzin,110 kW (150 PS),2l/100km,142g CO2/km (WLTP,37.801
Audi,A4,15.828 km,07/2024,Automatik,Benzin,195 kW (265 PS),8l/100km,185g CO2/km (komb)*,61.708
Hyundai,i30,10 km,11/2024,Automatik,Benzin,103 kW (140 PS),3l/100km,499g CO2/km (WLTP,33.952
Volkswagen,Tiguan,10 km,11/2024,Automatik,Benzin,110 kW (150 PS),2l/100km,499g CO2/km (WLTP,57.553
Volkswagen,Tiguan,7.900 km,08/2024,Automatik,Diesel,110 kW (150 PS),8l/100km,152g CO2/km (WLTP,71.525
Volkswagen,Tiguan,8.900 km,07/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,150g CO2/km (WLTP,62.930
Volkswagen,Passat Variant,26.625 km,05/2024,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,44.766
Volkswagen,Passat Variant,25.355 km,03/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,39.922
Audi,SONSTIGE,7.934 km,05/2024,Automatik,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,54.206
Audi,SONSTIGE,26.819 km,03/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,52.714
Audi,SONSTIGE,21.845 km,03/2024,Automatik,Benzin,150 kW (204 PS),8l/100km,185g CO2/km (komb)*,46.838
Volkswagen,Taigo,23.107 km,05/2024,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,26.608
Volkswagen,Golf,25.363 km,03/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,30.266
Volkswagen,SONSTIGE,11.873 km,03/2024,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,39.476
Volkswagen,Golf,28.759 km,03/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,30.395
Audi,SONSTIGE,5.159 km,06/2024,Automatik,Benzin,228 kW (310 PS),8l/100km,185g CO2/km (komb)*,52.660
Volkswagen,Golf,25.585 km,03/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,30.044
Volkswagen,Golf,26.692 km,03/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,30.181
Volkswagen,Golf,7.819 km,06/2024,Automatik,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,36.181
Audi,Q2,29.170 km,04/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,41.107
Audi,SONSTIGE,5.987 km,04/2024,Automatik,Hybrid (Elektro / Benzin),110 kW (150 PS),8l/100km,85g CO2/km (komb)*,41.229
Audi,SONSTIGE,27.961 km,03/2024,Automatik,Benzin,150 kW (204 PS),8l/100km,185g CO2/km (komb)*,51.864
Audi,Q3,7.720 km,05/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,54.321
Audi,A4,24.463 km,04/2024,Automatik,Benzin,150 kW (204 PS),8l/100km,185g CO2/km (komb)*,44.857
Audi,SONSTIGE,27.155 km,05/2024,Automatik,Diesel,150 kW (204 PS),7l/100km,186g CO2/km (komb)*,63.454
Audi,SONSTIGE,8.746 km,04/2024,Automatik,Diesel,150 kW (204 PS),7l/100km,186g CO2/km (komb)*,66.313
Volkswagen,Golf,29.592 km,04/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,28.534
Volkswagen,Golf,25.823 km,03/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,29.680
Volkswagen,Golf,25.476 km,03/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,29.116
Volkswagen,Golf,25.285 km,02/2024,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,25.289
Seat,Arona,10 km,09/2024,Automatik,Benzin,85 kW (116 PS),7l/100km,129g CO2/km (WLTP,32.615
Volkswagen,SONSTIGE,20.061 km,03/2024,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,32.578
Volkswagen,Golf,5.700 km,05/2024,Automatik,Benzin,235 kW (320 PS),8l/100km,185g CO2/km (komb)*,51.980
Volkswagen,Tiguan,5.993 km,05/2024,Automatik,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,46.935
Volkswagen,Golf,25.682 km,04/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,29.680
Volkswagen,Golf,25.672 km,03/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,29.517
Audi,SONSTIGE,25.366 km,05/2024,Automatik,Diesel,150 kW (204 PS),7l/100km,186g CO2/km (komb)*,52.232
Volkswagen,Golf,27.237 km,04/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,29.057
Volkswagen,Golf,25.380 km,03/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,30.352
Volkswagen,Golf,25.158 km,03/2024,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,28.745
Volkswagen,Taigo,5.500 km,05/2024,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,25.502
Volkswagen,Passat Variant,20.693 km,04/2024,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,42.640
Ford,Puma,13.952 km,04/2024,Automatik,Benzin,92 kW (125 PS),3l/100km,143g CO2/km (WLTP,35.758
Ford,Puma,1.500 km,10/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,142g CO2/km (WLTP,47.248
Ford,Kuga,6.080 km,01/2024,Automatik,Hybrid (Elektro / Benzin),165 kW (224 PS),8l/100km,85g CO2/km (komb)*,30.989
Ford,Kuga,27.008 km,02/2024,Automatik,Diesel,88 kW (120 PS),5l/100km,170g CO2/km (WLTP,32.189
Ford,Puma,10.792 km,02/2024,Automatik,Benzin,114 kW (155 PS),3l/100km,142g CO2/km (WLTP,28.689
Volkswagen,T-Roc,20.290 km,05/2024,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,33.294
Volkswagen,T-Roc,18.645 km,05/2024,Manuell,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,34.802
Volkswagen,T-Roc,23.200 km,05/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,38.368
Volkswagen,T-Roc,22.290 km,05/2024,Automatik,Benzin,110 kW (150 PS),2l/100km,142g CO2/km (WLTP,37.675
Volkswagen,T-Roc,30.860 km,05/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,36.729
Volkswagen,T-Roc,19.580 km,05/2024,Automatik,Benzin,110 kW (150 PS),3l/100km,143g CO2/km (WLTP,37.648
Hyundai,i30,10 km,06/2024,Automatik,Benzin,73 kW (99 PS),6l/100km,499g CO2/km (WLTP,29.982
Hyundai,Tucson,10 km,11/2024,Automatik,Diesel,100 kW (136 PS),3l/100km,499g CO2/km (WLTP,43.067
Skoda,Octavia,50 km,12/2024,Automatik,Benzin,110 kW (150 PS),1l/100km,115g CO2/km (WLTP,38.248
Volkswagen,Tiguan,50 km,10/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,143g CO2/km (WLTP,53.878
Volkswagen,Golf GTI,26.870 km,01/2024,Automatik,Benzin,180 kW (245 PS),2l/100km,163g CO2/km (WLTP,38.089
Volkswagen,Tiguan,50 km,10/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,143g CO2/km (WLTP,53.106
Volkswagen,Tiguan,2.000 km,10/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,143g CO2/km (WLTP,52.480
Volkswagen,Tiguan,50 km,10/2024,Automatik,Diesel,110 kW (150 PS),5l/100km,143g CO2/km (WLTP,52.959
Skoda,Superb,50 km,10/2024,Automatik,Diesel,142 kW (190 PS),6l/100km,174g CO2/km (WLTP,64.715
Mazda,CX-30,10 km,03/2025,Manuell,Benzin,103 kW (140 PS),6l/100km,136g CO2/km (WLTP,35.727
Mazda,CX-60,10 km,03/2025,Automatik,Diesel,187 kW (254 PS),5l/100km,142g CO2/km (WLTP,70.937
Mazda,CX-60,10 km,03/2025,Automatik,Diesel,187 kW (254 PS),4l/100km,140g CO2/km (WLTP,69.995
