Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Ford,Fiesta,50.690 km,05/2017,Manuell,Benzin,59 kW (80 PS),6l/100km,105g CO2/km (komb)*,11.249
Opel,Zafira,88.110 km,05/2017,Automatik,Benzin,125 kW (170 PS),6l/100km,176g CO2/km (komb)*,19.149
Renault,Captur,60.343 km,08/2017,Automatik,Benzin,87 kW (118 PS),8l/100km,127g CO2/km (komb)*,14.149
Volkswagen,T6 California,101.807 km,08/2017,Automatik,Diesel,150 kW (204 PS),7l/100km,186g CO2/km (komb)*,48.349
BMW,i3,110.891 km,10/2017,Automatik,Elektro,75 kW (102 PS),,0g CO2/km (komb)*,14.349
Hyundai,i10,90.950 km,05/2017,Manuell,Benzin,49 kW (67 PS),7l/100km,108g CO2/km (komb)*,8.349
BMW,320 Gran Turismo,100.000 km,08/2017,Automatik,Benzin,135 kW (184 PS),4l/100km,146g CO2/km (komb)*,22.849
Mercedes-Benz,B 200,49.000 km,11/2017,Automatik,Benzin,115 kW (156 PS),8l/100km,185g CO2/km (komb)*,26.449
Volkswagen,Golf,118.000 km,09/2017,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,16.449
Seat,Ateca,36.000 km,11/2017,Manuell,Benzin,110 kW (150 PS),4l/100km,123g CO2/km (komb)*,25.449
Mercedes-Benz,Citan,47.152 km,07/2017,Manuell,Benzin,84 kW (114 PS),2l/100km,140g CO2/km (komb)*,16.749
Volkswagen,Golf,92.170 km,08/2017,Manuell,Benzin,180 kW (245 PS),8l/100km,185g CO2/km (komb)*,21.949
Volkswagen,Caddy,62.000 km,07/2017,Manuell,Erdgas,81 kW (110 PS),,96g CO2/km (komb)*,15.849
Audi,A6 allroad quattro,136.336 km,07/2017,Automatik,Diesel,140 kW (190 PS),7l/100km,149g CO2/km (komb)*,25.449
Smart,ForTwo,84.000 km,06/2017,Automatik,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,16.349
Skoda,Kodiaq,61.676 km,08/2017,Automatik,Benzin,132 kW (180 PS),3l/100km,168g CO2/km (komb)*,28.649
Skoda,Octavia,86.498 km,07/2017,Manuell,Benzin,110 kW (150 PS),3l/100km,124g CO2/km (komb)*,18.949
Opel,Corsa,69.977 km,08/2017,Manuell,Benzin,66 kW (90 PS),2l/100km,123g CO2/km (komb)*,11.049
Volkswagen,Caddy,100.000 km,12/2017,Automatik,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,23.249
Volkswagen,Golf,129.773 km,09/2017,Manuell,Benzin,81 kW (110 PS),2l/100km,162g CO2/km (komb)*,11.849
Mazda,2,64.000 km,05/2017,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,12.549
Volkswagen,Golf,127.290 km,07/2017,Manuell,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,15.049
Hyundai,i40,84.572 km,07/2017,Manuell,Benzin,99 kW (135 PS),1l/100km,145g CO2/km (komb)*,12.649
Audi,A4,64.370 km,09/2017,Automatik,Diesel,140 kW (190 PS),7l/100km,123g CO2/km (komb)*,26.549
Opel,Karl,37.271 km,02/2017,Manuell,Benzin,55 kW (75 PS),8l/100km,185g CO2/km (komb)*,9.749
Ford,Ka / Ka+,61.250 km,11/2017,Manuell,Benzin,63 kW (86 PS),8l/100km,185g CO2/km (komb)*,9.849
Mitsubishi,Space Star,91.074 km,11/2017,Automatik,Benzin,59 kW (80 PS),8l/100km,185g CO2/km (komb)*,11.749
Volkswagen,Caddy,95.000 km,09/2017,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,15.349
Seat,Alhambra,108.800 km,11/2017,Manuell,Benzin,110 kW (150 PS),4l/100km,148g CO2/km (komb)*,21.849
Volkswagen,Touran,112.000 km,04/2017,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,19.049
Mercedes-Benz,V 220,148.000 km,12/2017,Automatik,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,37.049
Volkswagen,Golf Sportsvan,58.998 km,12/2017,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,17.549
BMW,330,95.600 km,07/2017,Automatik,Hybrid (Elektro / Benzin),185 kW (252 PS),8l/100km,85g CO2/km (komb)*,25.449
Skoda,Yeti,44.757 km,07/2017,Automatik,Benzin,81 kW (110 PS),5l/100km,128g CO2/km (komb)*,18.449
Hyundai,i40,142.676 km,12/2017,Automatik,Benzin,121 kW (165 PS),8l/100km,185g CO2/km (komb)*,15.049
Fiat,500,70.300 km,04/2017,Manuell,Benzin,63 kW (86 PS),7l/100km,90g CO2/km (komb)*,11.749
Volkswagen,up!,40.444 km,11/2017,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (komb)*,13.749
Skoda,Octavia,88.500 km,12/2017,Automatik,Benzin,132 kW (180 PS),8l/100km,185g CO2/km (komb)*,20.149
Volkswagen,Golf,98.000 km,08/2017,Automatik,Benzin,169 kW (230 PS),8l/100km,185g CO2/km (komb)*,23.849
Subaru,OUTBACK,123.000 km,11/2017,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,21.249
Ford,Transit,118.900 km,06/2017,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,17.049
Renault,Clio,87.775 km,05/2017,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,11.049
Opel,Mokka X,58.800 km,04/2017,Automatik,Benzin,112 kW (152 PS),0l/100km,0g CO2/km (WLTP,17.949
Hyundai,SONSTIGE,32.000 km,12/2017,Automatik,Wasserstoff,100 kW (136 PS),,0g CO2/km (komb)*,17.949
Audi,A5,59.516 km,12/2017,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,27.349
Hyundai,i30,95.350 km,07/2017,Manuell,Benzin,103 kW (140 PS),4l/100km,124g CO2/km (komb)*,13.949
Mercedes-Benz,E 200,95.704 km,04/2017,Automatik,Benzin,135 kW (184 PS),8l/100km,185g CO2/km (komb)*,33.449
Dodge,Durango,91.900 km,07/2017,Automatik,Benzin,291 kW (396 PS),8l/100km,185g CO2/km (komb)*,39.249
Suzuki,Swift,47.344 km,07/2017,Manuell,Hybrid (Elektro / Benzin),66 kW (90 PS),3l/100km,98g CO2/km (komb)*,12.249
Seat,Ibiza,39.000 km,11/2017,Manuell,Benzin,66 kW (90 PS),9l/100km,116g CO2/km (komb)*,9.549
Alfa,Romeo Giulia,89.950 km,11/2017,Automatik,Benzin,375 kW (510 PS),5l/100km,198g CO2/km (komb)*,50.849
Toyota,C-HR,75.800 km,09/2017,Automatik,Hybrid (Elektro / Benzin),90 kW (122 PS),0l/100km,0g CO2/km (WLTP,20.649
Fiat,500C,91.312 km,10/2017,Manuell,Benzin,63 kW (86 PS),8l/100km,185g CO2/km (komb)*,10.449
Nissan,X-Trail,55.037 km,12/2017,Manuell,Benzin,120 kW (163 PS),4l/100km,149g CO2/km (komb)*,22.649
Toyota,C-HR,83.258 km,08/2017,Automatik,N/A,90 kW (122 PS),8l/100km,85g CO2/km (komb)*,20.098
BMW,120,71.100 km,07/2017,Automatik,Benzin,135 kW (184 PS),8l/100km,185g CO2/km (komb)*,20.049
Citroen,C3,149.500 km,07/2017,Manuell,Diesel,55 kW (75 PS),7l/100km,83g CO2/km (komb)*,9.349
Volkswagen,Touareg,81.000 km,06/2017,Automatik,Diesel,193 kW (262 PS),7l/100km,186g CO2/km (komb)*,33.849
Volkswagen,SONSTIGE,119.000 km,05/2017,Automatik,Diesel,110 kW (150 PS),9l/100km,181g CO2/km (komb)*,33.849
Mini,Cooper S,56.000 km,08/2017,Manuell,Benzin,141 kW (192 PS),8l/100km,185g CO2/km (komb)*,18.049
Mercedes-Benz,C 63 AMG,15.924 km,11/2017,Automatik,Benzin,375 kW (510 PS),8l/100km,185g CO2/km (komb)*,114.349
Skoda,Kodiaq,91.500 km,11/2017,Automatik,Benzin,132 kW (180 PS),3l/100km,168g CO2/km (komb)*,24.449
Volkswagen,Touran,40.788 km,07/2017,Manuell,Benzin,110 kW (150 PS),7l/100km,132g CO2/km (komb)*,22.749
Renault,ZOE,66.872 km,07/2017,Automatik,Elektro,68 kW (92 PS),,0g CO2/km (WLTP,9.749
Toyota,RAV 4,120.390 km,05/2017,Automatik,Hybrid (Elektro / Benzin),145 kW (197 PS),8l/100km,85g CO2/km (komb)*,20.149
Mercedes-Benz,AMG GT,24.350 km,09/2017,Automatik,Benzin,430 kW (585 PS),4l/100km,259g CO2/km (komb)*,141.349
Opel,Mokka X,60.112 km,11/2017,Automatik,Benzin,103 kW (140 PS),2l/100km,144g CO2/km (komb)*,16.049
Mercedes-Benz,E 400,138.700 km,09/2017,Automatik,Benzin,245 kW (333 PS),9l/100km,180g CO2/km (komb)*,31.749
Volkswagen,Arteon,77.000 km,07/2017,Automatik,Benzin,206 kW (280 PS),3l/100km,164g CO2/km (komb)*,26.449
Ford,Galaxy,117.459 km,07/2017,Manuell,Benzin,118 kW (160 PS),5l/100km,149g CO2/km (komb)*,19.049
Opel,Mokka X,63.000 km,08/2017,Automatik,Benzin,112 kW (152 PS),4l/100km,0g CO2/km (WLTP,18.049
Fiat,500C,51.000 km,05/2017,Manuell,Benzin,51 kW (69 PS),8l/100km,185g CO2/km (komb)*,11.049
Smart,ForTwo,22.000 km,11/2017,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (komb)*,10.049
Skoda,Octavia,123.305 km,07/2017,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,19.049
Skoda,Fabia,82.059 km,05/2017,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,12.549
Volkswagen,Passat Variant,131.890 km,11/2017,Automatik,Benzin,132 kW (180 PS),8l/100km,185g CO2/km (komb)*,19.049
Seat,Ibiza,45.702 km,06/2017,Manuell,Benzin,66 kW (90 PS),9l/100km,116g CO2/km (komb)*,13.949
Peugeot,2008,28.150 km,05/2017,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,17.049
Audi,Q5,59.000 km,09/2017,Automatik,Diesel,140 kW (190 PS),7l/100km,151g CO2/km (komb)*,33.649
Opel,Crossland X,85.466 km,07/2017,Manuell,Benzin,96 kW (131 PS),8l/100km,114g CO2/km (komb)*,12.249
Audi,A5,143.860 km,11/2017,Manuell,Benzin,140 kW (190 PS),9l/100km,133g CO2/km (komb)*,27.249
Mercedes-Benz,Vito,32.191 km,11/2017,Manuell,Diesel,84 kW (114 PS),7l/100km,186g CO2/km (komb)*,28.149
Mercedes-Benz,Sprinter,69.000 km,04/2017,Manuell,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,31.349
Volkswagen,T6 SONSTIGE,57.900 km,08/2017,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,29.749
Fiat,500,44.194 km,09/2017,Manuell,Benzin,51 kW (69 PS),8l/100km,185g CO2/km (komb)*,17.549
BMW,X1,79.000 km,12/2017,Automatik,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,17.949
Peugeot,Boxer,65.000 km,12/2017,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,27.549
Mercedes-Benz,Sprinter,59.000 km,10/2017,Manuell,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,38.149
Volkswagen,up!,34.467 km,11/2017,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (WLTP,12.749
BMW,630,143.000 km,12/2017,Automatik,Diesel,195 kW (265 PS),9l/100km,129g CO2/km (komb)*,38.149
Peugeot,108,118.457 km,06/2017,Manuell,Benzin,51 kW (69 PS),8l/100km,185g CO2/km (komb)*,7.549
Ford,Tourneo Connect,113.100 km,06/2017,Manuell,Benzin,74 kW (101 PS),8l/100km,185g CO2/km (komb)*,13.849
Opel,Adam,25.100 km,12/2017,Manuell,Benzin,64 kW (87 PS),8l/100km,185g CO2/km (komb)*,12.749
Mercedes-Benz,SONSTIGE,119.622 km,04/2017,Automatik,Benzin,155 kW (211 PS),8l/100km,185g CO2/km (komb)*,26.549
Opel,Mokka X,60.000 km,05/2017,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,15.649
Mini,ONE,79.000 km,10/2017,Manuell,Benzin,75 kW (102 PS),8l/100km,185g CO2/km (komb)*,13.749
Mini,John Cooper Works Countryman,86.000 km,12/2017,Automatik,Benzin,170 kW (231 PS),9l/100km,158g CO2/km (komb)*,27.549
Mercedes-Benz,SONSTIGE,59.000 km,10/2017,Manuell,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,38.149
Mercedes-Benz,E 200,44.400 km,09/2017,Automatik,Benzin,135 kW (184 PS),9l/100km,132g CO2/km (komb)*,33.949
Toyota,Aygo,58.275 km,11/2017,Automatik,Benzin,53 kW (72 PS),8l/100km,185g CO2/km (komb)*,12.249
Fiat,Panda,63.090 km,04/2017,Automatik,Benzin,63 kW (86 PS),8l/100km,185g CO2/km (komb)*,12.849
Ford,EcoSport,25.690 km,08/2017,Manuell,Benzin,92 kW (125 PS),4l/100km,125g CO2/km (komb)*,15.949
Renault,Captur,89.688 km,11/2017,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,11.749
Hyundai,ix20,62.000 km,04/2017,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,13.949
Dacia,Dokker,74.000 km,10/2017,Manuell,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,15.549
Audi,RS3,85.000 km,10/2017,Automatik,Benzin,294 kW (400 PS),1l/100km,189g CO2/km (komb)*,43.549
Renault,Captur,102.100 km,05/2017,Automatik,Diesel,66 kW (90 PS),7l/100km,186g CO2/km (komb)*,14.549
Ford,Focus,67.020 km,07/2017,Manuell,Benzin,92 kW (125 PS),8l/100km,110g CO2/km (komb)*,12.049
Nissan,X-Trail,78.400 km,12/2017,Manuell,Benzin,120 kW (163 PS),4l/100km,149g CO2/km (komb)*,20.149
Renault,Megane,109.260 km,06/2017,Automatik,Diesel,120 kW (163 PS),7l/100km,124g CO2/km (komb)*,15.549
Jaguar,F-Pace,71.150 km,07/2017,Automatik,Diesel,221 kW (301 PS),6l/100km,159g CO2/km (komb)*,52.349
Volkswagen,Polo,36.890 km,09/2017,Manuell,Benzin,48 kW (65 PS),7l/100km,108g CO2/km (komb)*,13.849
Volkswagen,Golf,83.650 km,07/2017,Manuell,Benzin,81 kW (110 PS),8l/100km,109g CO2/km (komb)*,13.949
Toyota,Aygo,46.000 km,12/2017,Manuell,Benzin,51 kW (69 PS),8l/100km,185g CO2/km (komb)*,10.449
Volvo,XC60,137.900 km,11/2017,Automatik,Diesel,140 kW (190 PS),1l/100km,133g CO2/km (komb)*,30.249
Alfa,Romeo Stelvio,97.850 km,05/2017,Automatik,Benzin,206 kW (280 PS),7l/100km,161g CO2/km (komb)*,26.349
Volvo,XC60,70.789 km,12/2017,Automatik,Hybrid (Elektro / Benzin),235 kW (320 PS),1l/100km,49g CO2/km (komb)*,37.049
Seat,Leon,62.500 km,11/2017,Manuell,Benzin,63 kW (86 PS),2l/100km,119g CO2/km (komb)*,10.849
Seat,Ibiza,83.200 km,10/2017,Manuell,Benzin,85 kW (116 PS),7l/100km,108g CO2/km (komb)*,12.049
Kia,Rio,28.950 km,12/2017,Manuell,Benzin,62 kW (84 PS),5l/100km,125g CO2/km (komb)*,12.649
Opel,Astra,32.700 km,07/2017,Manuell,Benzin,92 kW (125 PS),9l/100km,114g CO2/km (komb)*,13.749
Mazda,CX-5,40.000 km,03/2017,Automatik,Diesel,110 kW (150 PS),3l/100km,139g CO2/km (komb)*,22.249
Ford,Fiesta,46.000 km,09/2017,Manuell,Benzin,63 kW (86 PS),8l/100km,109g CO2/km (komb)*,10.449
Ford,Fiesta,60.046 km,05/2017,Manuell,Benzin,59 kW (80 PS),3l/100km,99g CO2/km (komb)*,11.049
Peugeot,2008,43.300 km,11/2017,Automatik,Benzin,81 kW (110 PS),8l/100km,110g CO2/km (komb)*,13.949
Smart,ForTwo,71.116 km,04/2017,Manuell,Benzin,45 kW (61 PS),5l/100km,104g CO2/km (komb)*,8.949
Volkswagen,Polo,70.500 km,12/2017,Manuell,Benzin,48 kW (65 PS),8l/100km,185g CO2/km (komb)*,10.849
Peugeot,3008,59.000 km,08/2017,Automatik,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,18.049
Volkswagen,Scirocco,95.000 km,10/2017,Automatik,Diesel,135 kW (184 PS),7l/100km,186g CO2/km (komb)*,19.149
Mitsubishi,Space Star,71.500 km,07/2017,Manuell,Benzin,52 kW (71 PS),2l/100km,96g CO2/km (komb)*,7.549
Skoda,SONSTIGE,75.500 km,11/2017,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,30.749
Skoda,SONSTIGE,48.000 km,11/2017,Automatik,Benzin,110 kW (150 PS),5l/100km,125g CO2/km (komb)*,22.749
Volkswagen,T6 SONSTIGE,145.500 km,04/2017,Automatik,Diesel,150 kW (204 PS),4l/100km,168g CO2/km (komb)*,31.849
Volkswagen,T6 Multivan,148.000 km,08/2017,Automatik,Diesel,150 kW (204 PS),7l/100km,186g CO2/km (komb)*,39.749
Mazda,MX-5,77.000 km,05/2017,Manuell,Benzin,96 kW (131 PS),9l/100km,140g CO2/km (komb)*,20.149
Volkswagen,Passat Variant,83.000 km,12/2017,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,20.749
Volkswagen,Golf,58.000 km,08/2017,Automatik,Diesel,135 kW (184 PS),5l/100km,118g CO2/km (komb)*,23.349
Fiat,Tipo,29.000 km,01/2017,Manuell,Diesel,N/A,7l/100km,98g CO2/km (komb)*,12.749
BMW,M550,73.700 km,08/2017,Automatik,Diesel,294 kW (400 PS),3l/100km,171g CO2/km (komb)*,50.849
Nissan,Micra,16.928 km,09/2017,Manuell,Benzin,59 kW (80 PS),8l/100km,185g CO2/km (komb)*,10.749
Volkswagen,Touareg,87.000 km,05/2017,Automatik,Diesel,193 kW (262 PS),7l/100km,186g CO2/km (komb)*,42.349
Volkswagen,up!,41.500 km,11/2017,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (komb)*,13.749
Fiat,Fullback,77.300 km,06/2017,Manuell,Diesel,133 kW (181 PS),9l/100km,0g CO2/km (WLTP,21.249
Ford,SONSTIGE,75.000 km,09/2017,Manuell,Diesel,88 kW (120 PS),7l/100km,186g CO2/km (komb)*,15.049
Kia,Stonic,61.200 km,12/2017,Manuell,Benzin,73 kW (99 PS),5l/100km,125g CO2/km (komb)*,14.049
Volkswagen,T6 Transporter,140.000 km,07/2017,Manuell,Diesel,62 kW (84 PS),8l/100km,153g CO2/km (komb)*,13.549
Renault,Twingo,28.964 km,10/2017,Manuell,Benzin,51 kW (69 PS),5l/100km,112g CO2/km (komb)*,9.949
Audi,Q2,89.755 km,09/2017,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,18.049
Volkswagen,Golf Sportsvan,124.600 km,06/2017,Manuell,Diesel,85 kW (116 PS),2l/100km,110g CO2/km (komb)*,12.049
Opel,Crossland X,109.735 km,07/2017,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,11.849
Dacia,Logan,45.845 km,03/2019,Manuell,Benzin,54 kW (73 PS),2l/100km,117g CO2/km (komb)*,11.548
Hyundai,i30,57.722 km,01/2019,Manuell,Benzin,73 kW (99 PS),8l/100km,126g CO2/km (komb)*,15.748
Opel,Crossland X,51.678 km,08/2019,Manuell,Benzin,96 kW (131 PS),8l/100km,114g CO2/km (komb)*,16.448
Mini,Cooper,109.000 km,10/2019,Automatik,Benzin,100 kW (136 PS),8l/100km,109g CO2/km (komb)*,16.648
Land Rover,Range Rover Sport,114.607 km,08/2019,Automatik,Diesel,250 kW (340 PS),7l/100km,231g CO2/km (komb)*,58.748
Renault,Espace,66.910 km,03/2019,Automatik,Benzin,165 kW (224 PS),8l/100km,153g CO2/km (komb)*,26.248
Renault,Clio,60.705 km,11/2019,Manuell,Benzin,56 kW (73 PS),8l/100km,185g CO2/km (komb)*,12.448
Ford,EcoSport,41.890 km,06/2019,Manuell,Benzin,74 kW (101 PS),8l/100km,120g CO2/km (komb)*,15.548
Volkswagen,T6 Multivan,77.200 km,08/2019,Automatik,Benzin,150 kW (204 PS),1l/100km,216g CO2/km (komb)*,45.048
Mazda,6,57.590 km,01/2019,Automatik,Benzin,121 kW (165 PS),8l/100km,140g CO2/km (komb)*,24.248
Mazda,CX-3,52.890 km,04/2019,Automatik,Benzin,89 kW (120 PS),8l/100km,140g CO2/km (komb)*,19.648
Jaguar,E-Pace,40.940 km,12/2019,Automatik,Benzin,183 kW (249 PS),8l/100km,174g CO2/km (komb)*,34.848
Renault,Captur,46.456 km,05/2019,Manuell,Benzin,66 kW (90 PS),4l/100km,123g CO2/km (komb)*,14.448
Ford,EcoSport,78.366 km,05/2019,Manuell,Benzin,92 kW (125 PS),3l/100km,119g CO2/km (WLTP,15.448
Volkswagen,Golf,79.181 km,10/2019,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,21.489
Audi,A4,70.852 km,08/2019,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,27.389
Audi,A3,59.916 km,03/2019,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,26.989
Seat,Leon,48.579 km,12/2019,Manuell,Diesel,110 kW (150 PS),5l/100km,131g CO2/km (WLTP,20.689
Skoda,Octavia,79.987 km,09/2019,Automatik,Diesel,110 kW (150 PS),3l/100km,139g CO2/km (WLTP,20.689
Dacia,Duster,98.310 km,08/2019,Manuell,Autogas,84 kW (114 PS),,96g CO2/km (komb)*,13.748
Renault,Scenic,98.370 km,02/2019,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,15.448
Audi,Q2,59.945 km,06/2019,Automatik,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,24.489
Land Rover,Range Rover Sport,77.750 km,04/2019,Automatik,Diesel,250 kW (340 PS),7l/100km,231g CO2/km (komb)*,76.848
Skoda,Rapid,85.015 km,03/2019,Automatik,Benzin,81 kW (110 PS),7l/100km,108g CO2/km (komb)*,16.548
Land Rover,Range Rover Sport,122.981 km,03/2019,Automatik,Hybrid (Elektro / Benzin),297 kW (404 PS),4l/100km,32g CO2/km (komb)*,58.948
Jaguar,F-Pace,28.586 km,08/2019,Automatik,Diesel,177 kW (241 PS),0l/100km,0g CO2/km (WLTP,48.049
Renault,Captur,50.090 km,11/2019,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,16.548
Land Rover,Range Rover Sport,34.461 km,09/2019,Automatik,Hybrid (Elektro / Benzin),297 kW (404 PS),2l/100km,73g CO2/km (komb)*,106.148
Renault,Megane,45.790 km,11/2019,Automatik,Benzin,103 kW (140 PS),8l/100km,117g CO2/km (komb)*,19.648
Land Rover,Range Rover Sport,115.752 km,04/2019,Automatik,Diesel,250 kW (340 PS),0l/100km,0g CO2/km (WLTP,64.348
Hyundai,i30,77.798 km,09/2019,Manuell,Diesel,100 kW (136 PS),7l/100km,186g CO2/km (komb)*,18.289
Audi,A3,61.586 km,07/2019,Automatik,Diesel,85 kW (116 PS),4l/100km,141g CO2/km (WLTP,21.689
Renault,Captur,27.590 km,12/2019,Manuell,Benzin,66 kW (90 PS),8l/100km,123g CO2/km (komb)*,16.948
Jaguar,I-Pace,56.468 km,07/2019,Automatik,Elektro,294 kW (400 PS),,0g CO2/km (WLTP,31.448
Suzuki,Vitara,97.984 km,03/2019,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,16.789
Ford,Transit Connect,99.657 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,13.849
Ford,Transit Connect,79.500 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,14.549
Ford,Transit Connect,95.327 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,13.849
Ford,Transit Connect,85.175 km,06/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,14.549
Ford,Transit Connect,101.047 km,04/2019,Manuell,Diesel,88 kW (120 PS),3l/100km,0g CO2/km (WLTP,13.849
Audi,A4,59.987 km,12/2019,Automatik,Diesel,140 kW (190 PS),4l/100km,142g CO2/km (WLTP,29.789
Hyundai,i30,40.905 km,06/2019,Manuell,Benzin,88 kW (120 PS),5l/100km,1.260g CO2/km (komb)*,17.748
Renault,Koleos,37.790 km,12/2019,Automatik,Diesel,140 kW (190 PS),7l/100km,184g CO2/km (komb)*,28.148
Mazda,CX-3,57.964 km,10/2019,Manuell,Benzin,89 kW (121 PS),1l/100km,141g CO2/km (WLTP,18.048
Renault,Grand Scenic,38.433 km,02/2019,Manuell,Benzin,117 kW (159 PS),8l/100km,185g CO2/km (komb)*,20.648
Volkswagen,Golf,61.390 km,08/2019,Manuell,Diesel,85 kW (116 PS),9l/100km,130g CO2/km (WLTP,17.289
Audi,A4,66.232 km,05/2019,Automatik,Diesel,110 kW (150 PS),6l/100km,146g CO2/km (WLTP,26.689
Audi,A4,66.232 km,05/2019,Automatik,Diesel,110 kW (150 PS),6l/100km,146g CO2/km (WLTP,27.989
Hyundai,i20,66.499 km,10/2019,Manuell,Benzin,62 kW (84 PS),4l/100km,145g CO2/km (WLTP,12.948
Jaguar,F-Pace,104.404 km,09/2019,Automatik,Diesel,221 kW (301 PS),7l/100km,186g CO2/km (komb)*,38.148
Ford,Transit Courier,63.000 km,05/2019,Manuell,Benzin,74 kW (101 PS),8l/100km,185g CO2/km (komb)*,11.548
Renault,Captur,52.475 km,06/2019,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,16.048
Mazda,CX-3,51.190 km,03/2019,Manuell,Benzin,89 kW (121 PS),8l/100km,141g CO2/km (komb)*,18.948
Renault,Captur,42.361 km,10/2019,Manuell,Benzin,96 kW (131 PS),6l/100km,128g CO2/km (komb)*,17.048
Renault,ZOE,37.598 km,08/2019,Automatik,Elektro,68 kW (92 PS),,0g CO2/km (WLTP,9.948
Ford,Transit,105.915 km,08/2019,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,30.649
Mercedes-Benz,CLA 200 Shooting Brake,80.500 km,03/2019,Automatik,Benzin,115 kW (156 PS),5l/100km,148g CO2/km (komb)*,26.448
BMW,X2,109.618 km,12/2019,Automatik,Diesel,170 kW (231 PS),9l/100km,0g CO2/km (WLTP,30.349
Dacia,Duster,36.120 km,12/2019,Manuell,Benzin,96 kW (131 PS),0l/100km,153g CO2/km (WLTP,16.548
Toyota,Aygo,89.000 km,02/2019,Manuell,Benzin,53 kW (72 PS),1l/100km,93g CO2/km (komb)*,11.048
Ford,Kuga,63.230 km,11/2019,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,25.089
Renault,Clio,86.604 km,08/2019,Manuell,Benzin,56 kW (76 PS),0l/100km,137g CO2/km (WLTP,10.948
Volkswagen,Sharan,71.274 km,08/2019,Manuell,Diesel,110 kW (150 PS),5l/100km,169g CO2/km (WLTP,29.789
Fiat,500X,47.104 km,09/2019,Manuell,Benzin,88 kW (120 PS),6l/100km,138g CO2/km (komb)*,16.948
Volkswagen,Golf,73.739 km,01/2019,Automatik,Benzin,180 kW (245 PS),3l/100km,144g CO2/km (komb)*,26.248
